state,year,month,BARLEY,CORN,OATS,SOYBEANS
Montana,2013,2,6.49,,,
Montana,2013,3,6.34,,,
Montana,2013,4,6.32,,,
Montana,2013,5,6.46,,3.55,
Montana,2013,6,6.31,,,
Montana,2013,7,6.38,,,
Montana,2013,8,6.68,,,
Montana,2013,9,6.25,,,
Montana,2013,10,6.35,,,
Montana,2013,11,6.23,,,
Montana,2013,12,6.17,,,
Montana,2014,1,6.49,,,
Montana,2014,2,6.38,,,
Montana,2014,3,6.14,,,
Montana,2014,4,5.82,,,
Montana,2014,5,5.62,,,
Montana,2014,6,5.95,,,
Montana,2014,7,5.53,,,
Montana,2014,8,6.02,,,
Montana,2014,9,5.36,,,
Montana,2014,10,5.54,,,
Montana,2014,11,4.98,,,
Montana,2014,12,4.9,,,
Montana,2015,1,4.6,,,
Montana,2015,2,5.05,,,
Montana,2015,3,4.65,,,
Montana,2015,4,5.07,,,
Montana,2015,5,4.45,,,
Montana,2015,6,4.82,,,
Montana,2015,7,5.31,,,
Montana,2015,8,5.78,,,
Montana,2015,9,6.19,,,
Montana,2015,10,5.85,,,
Montana,2015,11,5.86,,,
Montana,2015,12,6.06,,,
Montana,2016,1,5.88,,,
Montana,2016,2,5.97,,,
Montana,2016,3,5.4,,,
Montana,2016,4,5.22,,,
Montana,2016,6,4.37,,,
Montana,2016,7,5.22,,,
Montana,2016,8,5.28,,,
Montana,2016,9,5.16,,,
Montana,2016,10,5.26,,,
Montana,2016,11,4.93,,,
Montana,2016,12,5.19,,,
Montana,2017,1,5.1,,,
Montana,2017,2,5.15,,,
Montana,2017,3,5.01,,,
Montana,2017,4,5.15,,,
Montana,2017,5,5.01,,,
Montana,2017,6,4.19,,,
Montana,2017,7,4.48,,,
Montana,2017,8,4.63,,,
Montana,2017,9,4.02,,,
Montana,2017,10,3.8,,,
Montana,2017,11,4.27,,,
Montana,2017,12,4.21,,,
Montana,2018,1,4.34,,,
Montana,2018,2,4.05,3.13,,
Montana,2018,3,4.49,,,
Montana,2018,4,4.32,,,
Montana,2018,5,4.51,,,
Montana,2018,6,3.94,3.81,,
Montana,2018,7,3.59,,,
Montana,2018,8,4.53,,,
Montana,2018,9,4.89,,,
Montana,2018,10,4.17,,,
Montana,2018,11,4.94,,,
Montana,2018,12,4.62,,,
Montana,2019,1,4.48,,,
Montana,2019,2,4.4,,,
Montana,2019,3,4.65,,,
Montana,2019,4,4.67,,,
Montana,2019,6,4.21,,,
Montana,2019,7,3.55,,,
Montana,2019,8,4.78,,,
Montana,2019,9,4.29,,,
Montana,2019,10,4.43,,,
Montana,2019,11,4.38,,,
Montana,2019,12,4.26,,,
Montana,2020,1,4.54,,,
Montana,2020,2,4.21,,,
Montana,2020,3,4.66,,,
Montana,2020,4,3.95,,,
Montana,2020,5,3.77,,,
Montana,2020,6,3.71,,,
Montana,2020,7,3.9,,,
Montana,2020,8,4.45,,,
Montana,2020,9,4.35,,2.79,
Montana,2020,10,4.49,,,
Montana,2020,11,4.52,,,
Montana,2020,12,4.35,,,
Montana,2021,1,4.3,,,
Montana,2021,2,4.68,,,
Montana,2021,3,4.5,,,
Montana,2021,4,4.11,,,
Montana,2021,5,4.35,,,
Montana,2021,6,4.39,,,
Montana,2021,7,4.68,,,
Montana,2021,8,4.9,,,
Montana,2021,9,5.38,,,
Montana,2021,10,5.24,,,
Montana,2021,11,5.09,,,
Montana,2021,12,5.65,,,
Montana,2022,1,6.15,,,
Montana,2022,2,6.67,,,
Montana,2022,3,7.18,,,
Montana,2022,4,7.29,,,
Montana,2022,5,7.48,,,
Montana,2022,6,7.95,,,
Montana,2022,7,7.16,,,
Montana,2022,8,7.22,,,
Montana,2022,9,7.35,,,
Montana,2022,10,7.28,,,
Montana,2022,11,7.09,,,
Montana,2022,12,7.46,,,
Nebraska,2000,1,,1.79,1.42,4.42
Nebraska,2000,2,,1.9,1.44,4.61
Nebraska,2000,3,,1.99,1.48,4.79
Nebraska,2000,4,,2.01,1.49,5.0
Nebraska,2000,5,,2.08,1.35,5.2
Nebraska,2000,6,,1.93,1.54,4.94
Nebraska,2000,7,,1.67,1.21,4.42
Nebraska,2000,8,,1.52,1.36,4.34
Nebraska,2000,9,,1.6,1.35,4.55
Nebraska,2000,10,,1.81,1.5,4.37
Nebraska,2000,11,,1.86,1.49,4.46
Nebraska,2000,12,,1.99,1.34,4.68
Nebraska,2001,1,,1.97,1.53,4.54
Nebraska,2001,2,,1.95,1.54,4.29
Nebraska,2001,3,,1.98,1.48,4.25
Nebraska,2001,4,,1.95,1.49,4.1
Nebraska,2001,5,,1.81,1.73,4.16
Nebraska,2001,6,,1.77,1.52,4.33
Nebraska,2001,7,,1.86,1.38,4.67
Nebraska,2001,8,,1.9,1.4,4.8
Nebraska,2001,9,,1.87,1.59,4.39
Nebraska,2001,10,,1.86,1.91,4.0
Nebraska,2001,11,,1.85,1.76,4.09
Nebraska,2001,12,,1.91,1.94,4.06
Nebraska,2002,1,,1.92,1.71,4.11
Nebraska,2002,2,,1.9,1.7,4.13
Nebraska,2002,3,,1.93,2.07,4.27
Nebraska,2002,4,,1.85,1.93,4.38
Nebraska,2002,5,,1.91,2.2,4.52
Nebraska,2002,6,,1.97,1.88,4.73
Nebraska,2002,7,,2.11,1.71,5.23
Nebraska,2002,8,,2.38,2.03,5.43
Nebraska,2002,9,,2.48,2.24,5.23
Nebraska,2002,10,,2.37,2.32,5.16
Nebraska,2002,11,,2.37,2.33,5.41
Nebraska,2002,12,,2.32,2.23,5.36
Nebraska,2003,1,,2.32,2.04,5.39
Nebraska,2003,2,,2.34,2.44,5.45
Nebraska,2003,3,,2.33,2.23,5.5
Nebraska,2003,4,,2.31,2.48,5.76
Nebraska,2003,5,,2.37,2.29,6.04
Nebraska,2003,6,,2.31,2.0,6.01
Nebraska,2003,7,,2.11,1.49,5.81
Nebraska,2003,8,,2.09,1.57,5.59
Nebraska,2003,9,,2.16,1.39,5.91
Nebraska,2003,10,,2.16,1.39,6.47
Nebraska,2003,11,,2.2,1.25,7.11
Nebraska,2003,12,,2.28,1.4,7.14
Nebraska,2004,1,,2.38,1.87,7.26
Nebraska,2004,2,,2.53,1.28,8.19
Nebraska,2004,3,,2.62,1.64,9.15
Nebraska,2004,4,,2.82,1.35,9.58
Nebraska,2004,5,,2.8,,9.72
Nebraska,2004,6,,2.82,1.7,9.03
Nebraska,2004,7,,2.57,1.24,7.91
Nebraska,2004,8,,2.35,1.26,6.56
Nebraska,2004,9,,2.15,1.27,5.81
Nebraska,2004,10,,2.15,1.77,5.5
Nebraska,2004,11,,2.13,1.56,5.18
Nebraska,2004,12,,2.01,1.59,5.24
Nebraska,2005,1,,2.04,1.74,5.24
Nebraska,2005,2,,1.89,1.7,5.29
Nebraska,2005,3,,1.98,1.78,5.88
Nebraska,2005,4,,1.92,1.91,5.97
Nebraska,2005,5,,1.93,1.66,6.17
Nebraska,2005,6,,1.97,1.6,6.59
Nebraska,2005,7,,2.04,1.49,6.6
Nebraska,2005,8,,1.86,1.56,6.04
Nebraska,2005,9,,1.72,1.57,5.63
Nebraska,2005,10,,1.82,1.44,5.72
Nebraska,2005,11,,1.79,1.35,5.57
Nebraska,2005,12,,1.8,1.85,5.55
Nebraska,2006,1,,1.91,1.6,5.61
Nebraska,2006,2,,1.94,1.83,5.42
Nebraska,2006,3,,1.96,1.7,5.36
Nebraska,2006,4,,2.0,1.88,5.34
Nebraska,2006,5,,2.08,1.83,5.45
Nebraska,2006,6,,2.06,2.09,5.42
Nebraska,2006,7,,2.11,1.69,5.38
Nebraska,2006,8,,2.08,1.77,5.05
Nebraska,2006,9,,2.13,2.26,5.14
Nebraska,2006,10,,2.52,2.21,5.38
Nebraska,2006,11,,2.77,2.49,5.9
Nebraska,2006,12,,2.95,2.45,5.98
Nebraska,2007,1,,3.04,,6.21
Nebraska,2007,2,,3.26,3.21,6.66
Nebraska,2007,3,,3.28,2.82,6.75
Nebraska,2007,4,,3.32,2.66,6.63
Nebraska,2007,5,,3.49,3.14,6.94
Nebraska,2007,6,,3.64,3.06,7.18
Nebraska,2007,7,,3.42,2.82,7.38
Nebraska,2007,8,,3.26,2.82,7.33
Nebraska,2007,9,,3.22,2.87,7.96
Nebraska,2007,10,,3.2,2.9,8.13
Nebraska,2007,11,,3.38,2.73,9.02
Nebraska,2007,12,,3.82,2.92,10.3
Nebraska,2008,1,,4.0,3.41,10.1
Nebraska,2008,2,,4.44,3.81,11.9
Nebraska,2008,3,,4.53,4.3,11.5
Nebraska,2008,4,,5.01,3.99,11.9
Nebraska,2008,5,,5.13,4.24,12.5
Nebraska,2008,6,,5.4,3.81,12.9
Nebraska,2008,7,,5.12,3.53,13.3
Nebraska,2008,8,,5.23,3.5,12.8
Nebraska,2008,9,,5.27,3.9,10.4
Nebraska,2008,10,,4.34,3.71,10.2
Nebraska,2008,11,,4.43,2.77,9.59
Nebraska,2008,12,,4.04,2.12,8.85
Nebraska,2009,1,,4.28,3.04,9.54
Nebraska,2009,2,,3.96,2.52,9.27
Nebraska,2009,3,,3.9,2.73,8.85
Nebraska,2009,4,,3.78,2.88,9.65
Nebraska,2009,5,,3.86,2.52,10.5
Nebraska,2009,6,,3.94,2.93,11.2
Nebraska,2009,7,,3.6,2.25,10.7
Nebraska,2009,8,,3.29,2.21,10.8
Nebraska,2009,9,,3.18,2.29,9.47
Nebraska,2009,10,,3.55,2.51,9.32
Nebraska,2009,11,,3.71,2.28,9.59
Nebraska,2009,12,,3.64,2.11,9.82
Nebraska,2010,1,,3.71,,9.73
Nebraska,2010,2,,3.57,,9.21
Nebraska,2010,3,,3.6,,9.22
Nebraska,2010,4,,3.44,2.52,9.33
Nebraska,2010,5,,3.51,2.34,9.27
Nebraska,2010,6,,3.44,2.69,9.31
Nebraska,2010,7,,3.54,2.58,9.46
Nebraska,2010,8,,3.68,2.46,9.93
Nebraska,2010,9,,3.99,2.93,9.71
Nebraska,2010,10,,4.22,3.43,9.98
Nebraska,2010,11,,4.46,3.3,10.9
Nebraska,2010,12,,4.83,3.4,11.8
Nebraska,2011,1,,4.81,3.01,11.4
Nebraska,2011,2,,5.49,3.16,12.4
Nebraska,2011,3,,5.3,3.72,12.6
Nebraska,2011,4,,6.18,3.91,12.9
Nebraska,2011,5,,5.97,4.0,13.1
Nebraska,2011,6,,6.32,4.41,13.0
Nebraska,2011,7,,6.26,3.7,13.1
Nebraska,2011,8,,6.93,3.53,13.3
Nebraska,2011,9,,6.55,3.89,11.7
Nebraska,2011,10,,5.61,,11.7
Nebraska,2011,11,,5.77,,11.5
Nebraska,2011,12,,5.81,3.81,11.2
Nebraska,2012,1,,6.02,3.59,11.4
Nebraska,2012,2,,6.22,3.99,11.9
Nebraska,2012,3,,6.25,3.95,12.7
Nebraska,2012,4,,6.39,3.67,13.6
Nebraska,2012,5,,6.36,4.06,13.8
Nebraska,2012,6,,6.35,4.45,13.6
Nebraska,2012,7,,7.05,4.0,15.3
Nebraska,2012,8,,7.76,4.21,16.6
Nebraska,2012,9,,6.88,,13.7
Nebraska,2012,10,,6.59,,14.0
Nebraska,2012,11,,6.9,,14.0
Nebraska,2012,12,,6.8,,14.2
Nebraska,2013,1,,6.9,,13.9
Nebraska,2013,2,,6.96,,14.4
Nebraska,2013,3,,7.1,,14.4
Nebraska,2013,4,,7.05,,14.1
Nebraska,2013,5,,6.99,,14.7
Nebraska,2013,6,,7.05,,15.0
Nebraska,2013,7,,7.05,4.19,15.1
Nebraska,2013,8,,6.45,,13.5
Nebraska,2013,9,,5.64,4.04,13.0
Nebraska,2013,10,,4.72,4.04,12.4
Nebraska,2013,11,,4.46,,12.5
Nebraska,2013,12,,4.42,,12.8
Nebraska,2014,1,,4.37,4.48,12.7
Nebraska,2014,2,,4.27,4.12,13.0
Nebraska,2014,3,,4.46,4.01,13.7
Nebraska,2014,4,,4.7,,14.2
Nebraska,2014,5,,4.67,4.88,14.5
Nebraska,2014,6,,4.56,4.09,14.2
Nebraska,2014,7,,4.2,3.56,13.0
Nebraska,2014,8,,3.68,3.0,12.0
Nebraska,2014,9,,3.58,2.45,11.0
Nebraska,2014,10,,3.63,,9.54
Nebraska,2014,11,,3.73,,9.93
Nebraska,2014,12,,3.79,2.92,9.88
Nebraska,2015,1,,3.88,2.9,9.98
Nebraska,2015,2,,3.9,3.39,9.6
Nebraska,2015,3,,3.88,,9.53
Nebraska,2015,4,,3.83,,9.35
Nebraska,2015,5,,3.76,,9.34
Nebraska,2015,6,,3.68,,9.26
Nebraska,2015,7,,3.82,1.99,9.62
Nebraska,2015,8,,3.72,2.45,9.37
Nebraska,2015,9,,3.64,2.15,8.78
Nebraska,2015,10,,3.68,2.83,8.67
Nebraska,2015,11,,3.62,,8.33
Nebraska,2015,12,,3.64,,8.36
Nebraska,2016,1,,3.58,,8.42
Nebraska,2016,2,,3.55,,8.28
Nebraska,2016,3,,3.49,,8.3
Nebraska,2016,4,,3.44,1.94,8.73
Nebraska,2016,5,,3.56,,9.51
Nebraska,2016,6,,3.68,1.58,10.1
Nebraska,2016,7,,3.63,1.71,10.1
Nebraska,2016,8,,3.19,2.23,9.65
Nebraska,2016,9,,3.1,,9.14
Nebraska,2016,10,,3.3,1.91,9.07
Nebraska,2016,11,,3.25,,9.18
Nebraska,2016,12,,3.28,2.82,9.37
Nebraska,2017,1,,3.31,,9.33
Nebraska,2017,2,,3.41,,9.62
Nebraska,2017,3,,3.41,2.79,9.36
Nebraska,2017,4,,3.37,2.95,8.87
Nebraska,2017,5,,3.39,3.15,8.9
Nebraska,2017,6,,3.38,3.05,8.77
Nebraska,2017,7,,3.46,,9.19
Nebraska,2017,8,,3.27,,9.0
Nebraska,2017,9,,3.19,2.75,8.98
Nebraska,2017,10,,3.28,,9.03
Nebraska,2017,11,,3.2,,8.83
Nebraska,2017,12,,3.21,2.71,9.0
Nebraska,2018,1,,3.24,,9.02
Nebraska,2018,2,,3.35,3.14,9.29
Nebraska,2018,3,,3.51,,9.58
Nebraska,2018,4,,3.59,3.08,9.63
Nebraska,2018,5,,3.72,3.39,9.63
Nebraska,2018,6,,3.58,3.65,9.55
Nebraska,2018,7,,3.45,2.57,9.25
Nebraska,2018,8,,3.37,2.64,8.07
Nebraska,2018,9,,3.3,,8.63
Nebraska,2018,10,,3.41,3.06,8.33
Nebraska,2018,11,,3.45,,8.0
Nebraska,2018,12,,3.49,,8.18
Nebraska,2019,1,,3.52,,8.33
Nebraska,2019,2,,3.55,3.32,8.19
Nebraska,2019,3,,3.58,,8.25
Nebraska,2019,4,,3.49,3.19,8.09
Nebraska,2019,5,,3.62,2.99,7.64
Nebraska,2019,6,,3.91,,8.04
Nebraska,2019,7,,4.12,3.34,8.15
Nebraska,2019,8,,3.8,2.38,7.84
Nebraska,2019,9,,3.72,2.68,8.0
Nebraska,2019,10,,3.79,,8.31
Nebraska,2019,11,,3.64,,8.17
Nebraska,2019,12,,3.67,,8.35
Nebraska,2020,1,,3.7,3.35,8.53
Nebraska,2020,2,,3.71,,8.33
Nebraska,2020,3,,3.63,,8.23
Nebraska,2020,4,,3.24,3.28,8.07
Nebraska,2020,5,,3.1,3.64,7.94
Nebraska,2020,6,,3.07,3.49,8.07
Nebraska,2020,7,,3.14,2.45,8.17
Nebraska,2020,8,,3.09,2.62,8.35
Nebraska,2020,9,,3.33,2.74,9.02
Nebraska,2020,10,,3.57,,9.44
Nebraska,2020,11,,3.76,,10.1
Nebraska,2020,12,,3.92,,10.5
Nebraska,2021,1,,4.26,3.75,10.7
Nebraska,2021,2,,4.64,,12.5
Nebraska,2021,3,,4.71,,13.2
Nebraska,2021,4,,5.21,,13.8
Nebraska,2021,5,,5.84,,14.9
Nebraska,2021,6,,6.01,,13.8
Nebraska,2021,7,,6.03,3.86,14.2
Nebraska,2021,8,,6.3,4.16,13.4
Nebraska,2021,9,,5.77,4.66,12.0
Nebraska,2021,10,,4.92,,11.6
Nebraska,2021,11,,5.21,,12.0
Nebraska,2021,12,,5.38,,12.4
Nebraska,2022,1,,5.57,6.43,12.8
Nebraska,2022,2,,5.95,,14.7
Nebraska,2022,3,,6.4,,15.5
Nebraska,2022,4,,7.08,7.62,15.4
Nebraska,2022,5,,7.39,,16.0
Nebraska,2022,6,,7.42,,15.9
Nebraska,2022,7,,7.31,6.12,15.2
Nebraska,2022,8,,7.37,6.31,15.2
Nebraska,2022,9,,7.15,,13.9
Nebraska,2022,10,,6.59,6.49,13.6
Nebraska,2022,11,,6.83,,14.1
Nebraska,2022,12,,6.83,,14.3
New York,2005,8,,,1.67,
New York,2005,9,,,1.52,
New York,2006,1,,,1.8,
New York,2006,3,,,1.68,
New York,2006,4,,,1.81,
New York,2006,5,,,1.87,
New York,2006,6,,,1.91,
New York,2006,7,,,1.58,
New York,2006,8,,,1.58,
New York,2006,9,,,1.51,
New York,2006,11,,,1.71,
New York,2006,12,,,1.73,
New York,2007,1,,,1.84,
New York,2007,2,,,2.28,
New York,2007,3,,,2.08,
New York,2007,4,,,2.28,
New York,2007,5,,,2.18,
New York,2007,6,,,2.05,
New York,2007,7,,,2.09,
New York,2007,8,,,2.0,
New York,2007,9,,,2.02,
New York,2007,10,,,2.21,
New York,2008,1,,,3.22,
New York,2008,3,,,3.22,
New York,2008,4,,,3.73,
New York,2008,6,,,2.85,
New York,2008,8,,,3.23,
New York,2008,9,,,3.04,
New York,2008,10,,,3.08,
New York,2009,1,,,3.32,
New York,2009,3,,,3.01,
New York,2009,5,,,2.77,
New York,2009,6,,,2.75,
New York,2009,8,,,1.95,
New York,2010,7,,,1.92,
New York,2010,8,,,1.59,
New York,2010,9,,,1.72,
New York,2010,12,,,2.33,
New York,2011,3,,,3.63,
New York,2011,4,,,3.34,
New York,2011,5,,,3.58,
New York,2011,9,,,4.58,
New York,2012,4,,,4.44,
New York,2012,5,,,3.91,
New York,2012,6,,,4.16,
New York,2012,7,,,3.37,
New York,2013,5,,,4.02,
New York,2013,9,,,3.27,
New York,2014,2,,,3.96,
New York,2014,9,,,3.39,
New York,2014,10,,,3.49,
New York,2015,8,,,2.41,
New York,2015,9,,,2.3,
New York,2015,12,,,2.33,
New York,2016,2,,,2.15,
New York,2016,3,,,2.22,
New York,2016,6,,,2.16,
New York,2016,7,,,2.82,
New York,2016,8,,,2.19,
New York,2016,9,,,1.9,
New York,2016,10,,,1.66,
New York,2017,8,,,1.85,
New York,2017,9,,3.86,,
New York,2017,10,,3.99,,
New York,2017,11,,3.78,,
New York,2017,12,,3.8,,
New York,2018,1,,4.05,,
New York,2018,2,,4.05,,
New York,2018,3,,4.13,,
New York,2018,4,,4.13,,
New York,2018,5,,3.81,,
New York,2018,6,,4.16,,
New York,2018,7,,4.52,,
New York,2018,8,,4.15,,
New York,2018,9,,4.24,2.88,
New York,2018,10,,4.04,,
New York,2018,11,,3.93,,
New York,2018,12,,4.26,,
New York,2019,1,,4.09,,
New York,2019,2,,4.14,,
New York,2019,3,,4.21,,
New York,2019,4,,4.13,,
New York,2019,5,,4.32,,
New York,2019,6,,4.46,,
New York,2019,7,,4.56,,
New York,2019,8,,4.2,,
North Carolina,2000,1,,2.41,,4.56
North Carolina,2000,2,,2.48,,4.93
North Carolina,2000,3,,2.53,,5.1
North Carolina,2000,4,,2.6,,5.25
North Carolina,2000,5,,2.62,,5.29
North Carolina,2000,6,,2.38,,4.89
North Carolina,2000,7,,2.33,,4.64
North Carolina,2000,8,,2.07,,4.72
North Carolina,2000,9,,1.79,,4.77
North Carolina,2000,10,,1.95,,4.44
North Carolina,2000,11,,2.02,,4.43
North Carolina,2000,12,,2.09,,4.55
North Carolina,2001,1,,2.38,,4.57
North Carolina,2001,2,,2.36,,4.48
North Carolina,2001,3,,2.46,,4.44
North Carolina,2001,4,,2.32,,4.34
North Carolina,2001,5,,2.28,,4.47
North Carolina,2001,6,,2.14,,4.58
North Carolina,2001,7,,2.3,,5.02
North Carolina,2001,8,,2.14,,5.04
North Carolina,2001,9,,2.16,,4.62
North Carolina,2001,10,,2.18,,4.03
North Carolina,2001,11,,2.29,,4.1
North Carolina,2001,12,,2.45,,4.12
North Carolina,2002,1,,2.29,,4.25
North Carolina,2002,2,,2.44,,4.32
North Carolina,2002,3,,2.41,,4.56
North Carolina,2002,4,,2.37,,4.62
North Carolina,2002,5,,2.43,,4.78
North Carolina,2002,6,,2.4,,5.16
North Carolina,2002,7,,2.68,,5.79
North Carolina,2002,8,,2.84,,5.72
North Carolina,2002,9,,2.82,,5.68
North Carolina,2002,10,,2.92,,5.41
North Carolina,2002,11,,2.82,,5.44
North Carolina,2002,12,,2.99,,5.42
North Carolina,2003,1,,2.96,,5.52
North Carolina,2003,2,,3.01,,5.57
North Carolina,2003,3,,2.93,,5.77
North Carolina,2003,4,,2.88,,6.09
North Carolina,2003,5,,3.01,,6.43
North Carolina,2003,6,,2.95,,6.21
North Carolina,2003,7,,3.0,,5.65
North Carolina,2003,8,,2.84,,5.53
North Carolina,2003,9,,2.5,,6.58
North Carolina,2003,10,,2.52,,7.0
North Carolina,2003,11,,2.67,,7.03
North Carolina,2003,12,,2.73,,7.07
North Carolina,2004,1,,2.9,,7.38
North Carolina,2004,2,,3.05,,8.08
North Carolina,2004,3,,3.23,,8.97
North Carolina,2004,4,,3.37,,8.93
North Carolina,2004,5,,3.39,,8.59
North Carolina,2004,6,,3.23,,8.8
North Carolina,2004,7,,3.08,,7.56
North Carolina,2004,8,,2.66,,6.31
North Carolina,2004,9,,2.43,,5.56
North Carolina,2004,10,,2.25,,5.74
North Carolina,2004,11,,2.23,,5.39
North Carolina,2004,12,,2.46,,5.22
North Carolina,2005,1,,2.57,,5.29
North Carolina,2005,2,,2.3,,5.56
North Carolina,2005,3,,2.45,,6.07
North Carolina,2005,4,,2.34,,6.05
North Carolina,2005,5,,2.49,,6.47
North Carolina,2005,6,,2.52,,6.47
North Carolina,2005,7,,2.58,,6.65
North Carolina,2005,8,,2.47,,6.26
North Carolina,2005,9,,2.22,,6.08
North Carolina,2005,10,,2.2,,5.78
North Carolina,2005,11,,2.0,,5.53
North Carolina,2005,12,,2.32,,5.58
North Carolina,2006,1,,2.49,,5.76
North Carolina,2006,2,,2.54,,5.73
North Carolina,2006,3,,2.53,,5.47
North Carolina,2006,4,,2.56,,5.69
North Carolina,2006,5,,2.59,,5.87
North Carolina,2006,6,,2.72,,5.84
North Carolina,2006,7,,2.82,,5.78
North Carolina,2006,8,,2.52,,5.69
North Carolina,2006,9,,2.5,,5.3
North Carolina,2006,10,,2.82,,5.72
North Carolina,2006,11,,3.24,,6.08
North Carolina,2006,12,,3.6,,6.12
North Carolina,2007,1,,3.63,,6.45
North Carolina,2007,2,,4.0,,7.05
North Carolina,2007,3,,3.96,,7.24
North Carolina,2007,4,,3.96,,7.21
North Carolina,2007,5,,4.04,,7.54
North Carolina,2007,6,,3.86,,8.22
North Carolina,2007,7,,4.01,,8.2
North Carolina,2007,8,,3.58,,8.54
North Carolina,2007,9,,3.51,,8.29
North Carolina,2007,10,,3.53,,8.77
North Carolina,2007,11,,3.89,,9.29
North Carolina,2007,12,,4.25,,10.0
North Carolina,2008,1,,4.54,,10.5
North Carolina,2008,2,,5.04,,11.7
North Carolina,2008,3,,5.28,,12.7
North Carolina,2008,4,,5.39,,11.8
North Carolina,2008,5,,6.08,,13.7
North Carolina,2008,6,,6.51,,14.1
North Carolina,2008,7,,6.63,,
North Carolina,2008,8,,5.29,,13.5
North Carolina,2008,9,,5.13,,10.8
North Carolina,2008,10,,5.11,,9.51
North Carolina,2008,11,,4.51,,9.07
North Carolina,2008,12,,4.44,,8.66
North Carolina,2009,1,,4.68,,9.52
North Carolina,2009,2,,4.33,,9.48
North Carolina,2009,3,,4.47,,9.24
North Carolina,2009,4,,4.6,,10.0
North Carolina,2009,5,,4.73,,11.0
North Carolina,2009,6,,4.75,,11.6
North Carolina,2009,7,,4.26,,
North Carolina,2009,8,,3.99,,10.9
North Carolina,2009,9,,3.51,,9.86
North Carolina,2009,10,,3.8,,9.54
North Carolina,2009,11,,4.18,,9.69
North Carolina,2009,12,,4.35,,9.48
North Carolina,2010,1,,4.24,,9.46
North Carolina,2010,2,,4.26,,9.49
North Carolina,2010,3,,4.19,,9.55
North Carolina,2010,4,,4.16,,9.64
North Carolina,2010,5,,4.04,,9.66
North Carolina,2010,6,,4.06,,9.59
North Carolina,2010,7,,4.06,,10.4
North Carolina,2010,8,,4.2,,10.8
North Carolina,2010,9,,4.61,,11.0
North Carolina,2010,10,,5.28,,10.9
North Carolina,2010,11,,5.47,,11.2
North Carolina,2010,12,,5.6,,11.8
North Carolina,2011,1,,6.1,,12.1
North Carolina,2011,2,,6.44,,13.3
North Carolina,2011,3,,6.65,,13.2
North Carolina,2011,4,,7.52,,13.5
North Carolina,2011,5,,7.76,,13.8
North Carolina,2011,6,,8.01,,14.0
North Carolina,2011,7,,7.56,,14.0
North Carolina,2011,8,,6.99,,14.0
North Carolina,2011,9,,7.17,,13.3
North Carolina,2011,10,,6.83,,11.9
North Carolina,2011,11,,6.89,,11.4
North Carolina,2011,12,,6.48,,11.3
North Carolina,2012,1,,6.84,,11.8
North Carolina,2012,2,,7.07,,12.4
North Carolina,2012,3,,7.05,,13.3
North Carolina,2012,4,,7.07,,14.0
North Carolina,2012,5,,7.05,,14.1
North Carolina,2012,6,,7.0,,14.5
North Carolina,2012,7,,7.89,,15.7
North Carolina,2012,8,,7.24,,17.0
North Carolina,2012,9,,7.45,,16.2
North Carolina,2012,10,,7.52,,14.3
North Carolina,2012,11,,7.62,,13.8
North Carolina,2012,12,,7.64,,13.7
North Carolina,2013,1,,7.54,,14.0
North Carolina,2013,2,,7.65,,14.2
North Carolina,2013,3,,7.62,,14.2
North Carolina,2013,4,,7.41,,14.4
North Carolina,2013,5,,7.48,,15.0
North Carolina,2013,6,,7.63,,15.0
North Carolina,2013,7,,7.06,,14.7
North Carolina,2013,8,,5.85,,14.2
North Carolina,2013,9,,4.92,,13.2
North Carolina,2013,10,,4.75,,12.8
North Carolina,2013,11,,4.83,,12.9
North Carolina,2013,12,,4.72,,12.9
North Carolina,2014,1,,4.71,,12.9
North Carolina,2014,2,,4.78,,13.4
North Carolina,2014,3,,5.11,,14.1
North Carolina,2014,4,,5.15,,14.7
North Carolina,2014,5,,5.19,,15.0
North Carolina,2014,6,,5.13,,14.5
North Carolina,2014,7,,4.98,,13.3
North Carolina,2014,8,,4.54,,13.1
North Carolina,2014,9,,3.9,,11.1
North Carolina,2014,10,,3.8,,10.6
North Carolina,2014,11,,4.34,,10.2
North Carolina,2014,12,,4.51,,10.1
North Carolina,2015,1,,4.43,,10.2
North Carolina,2015,2,,4.63,,10.0
North Carolina,2015,3,,4.56,,10.1
North Carolina,2015,4,,4.42,,10.0
North Carolina,2015,5,,4.1,,9.77
North Carolina,2015,6,,4.18,,9.93
North Carolina,2015,7,,4.68,,10.1
North Carolina,2015,8,,4.31,,9.39
North Carolina,2015,9,,4.14,,9.53
North Carolina,2015,10,,4.39,,8.94
North Carolina,2015,11,,4.23,,8.49
North Carolina,2015,12,,4.41,,8.36
North Carolina,2016,1,,4.4,,8.06
North Carolina,2016,2,,4.43,,8.51
North Carolina,2016,3,,4.4,,8.79
North Carolina,2016,4,,4.43,,9.36
North Carolina,2016,5,,4.59,,10.1
North Carolina,2016,6,,4.9,,10.6
North Carolina,2016,7,,4.49,,10.4
North Carolina,2016,8,,4.09,,9.92
North Carolina,2016,9,,3.86,,9.68
North Carolina,2016,10,,3.9,,9.6
North Carolina,2016,11,,4.07,,9.77
North Carolina,2016,12,,4.2,,9.86
North Carolina,2017,1,,4.26,,9.9
North Carolina,2017,2,,4.34,,10.2
North Carolina,2017,3,,4.4,,10.0
North Carolina,2017,4,,4.43,,9.63
North Carolina,2017,5,,4.39,,9.43
